 04/06/2020 14:41:47
   RUN    YR MONTH     CAWT  EFFORT
    22  2009     6 1034.424   0.038
    22  2009     7 1066.851   0.040
    22  2009     8  999.882   0.039
    22  2009     9  973.175   0.039
    22  2009    10 1053.092   0.040
    22  2009    11 1075.349   0.043
    22  2009    12 1136.376   0.044
    22  2010     1 1097.459   0.035
    22  2010     2 1149.721   0.038
    22  2010     3 1088.715   0.035
    22  2010     4 1207.267   0.039
    22  2010     5 1080.586   0.036
    22  2010     6 1164.891   0.039
    22  2010     7 1138.650   0.039
    22  2010     8 1228.533   0.039
    22  2010     9 1063.246   0.036
    22  2010    10 1152.623   0.038
    22  2010    11 1184.100   0.039
    22  2010    12 1187.332   0.039
    22  2011     1 1157.513   0.034
    22  2011     2 1120.797   0.032
    22  2011     3 1256.169   0.034
    22  2011     4 1181.881   0.034
    22  2011     5 1225.256   0.034
    22  2011     6 1246.094   0.034
    22  2011     7 1169.212   0.032
    22  2011     8 1249.219   0.035
    22  2011     9 1135.740   0.030
    22  2011    10 1166.702   0.031
    22  2011    11 1153.254   0.031
    22  2011    12 1070.405   0.030
    22  2012     1 1107.545   0.033
    22  2012     2 1058.599   0.033
    22  2012     3 1169.454   0.035
    22  2012     4 1197.446   0.035
    22  2012     5 1095.241   0.031
    22  2012     6 1142.107   0.033
    22  2012     7 1065.574   0.031
    22  2012     8 1051.853   0.030
    22  2012     9  965.792   0.029
    22  2012    10 1043.211   0.031
    22  2012    11 1016.675   0.029
    22  2012    12 1057.965   0.030
    22  2013     1  997.802   0.034
    22  2013     2 1082.092   0.037
    22  2013     3 1062.776   0.034
    22  2013     4 1058.571   0.035
    22  2013     5 1060.291   0.034
    22  2013     6 1080.382   0.035
    22  2013     7 1155.681   0.038
    22  2013     8 1053.498   0.037
    22  2013     9 1105.511   0.038
    22  2013    10 1175.690   0.042
    22  2013    11 1076.402   0.040
    22  2013    12 1192.442   0.044
    22  2014     1 1212.366   0.036
    22  2014     2 1163.013   0.034
    22  2014     3 1265.679   0.037
    22  2014     4 1235.497   0.037
    22  2014     5 1277.311   0.040
    22  2014     6 1299.169   0.039
    22  2014     7 1311.759   0.040
    22  2014     8 1321.779   0.040
    22  2014     9 1261.411   0.038
    22  2014    10 1358.315   0.041
    22  2014    11 1345.374   0.040
    22  2014    12 1259.848   0.038
    22  2015     1 1428.350   0.038
    22  2015     2 1228.440   0.034
    22  2015     3 1234.992   0.033
    22  2015     4 1321.882   0.034
    22  2015     5 1240.429   0.033
    22  2015     6 1266.378   0.035
    22  2015     7 1304.704   0.034
    22  2015     8 1300.414   0.034
    22  2015     9 1388.456   0.036
    22  2015    10 1256.727   0.032
    22  2015    11 1354.352   0.034
    22  2015    12 1332.547   0.034
    22  2016     1 1257.909   0.033
    22  2016     2 1200.345   0.032
    22  2016     3 1285.899   0.034
    22  2016     4 1199.648   0.033
    22  2016     5 1354.185   0.036
    22  2016     6 1331.411   0.035
    22  2016     7 1292.607   0.034
    22  2016     8 1268.870   0.034
    22  2016     9 1201.436   0.033
    22  2016    10 1244.728   0.034
    22  2016    11 1300.553   0.034
    22  2016    12 1287.431   0.034
    22  2017     1 1306.551   0.035
    22  2017     2 1251.317   0.034
    22  2017     3 1190.652   0.032
    22  2017     4 1215.152   0.033
    22  2017     5 1244.559   0.032
    22  2017     6 1219.563   0.032
    22  2017     7 1255.886   0.032
    22  2017     8 1209.303   0.032
    22  2017     9 1258.600   0.033
    22  2017    10 1219.051   0.030
    22  2017    11 1100.357   0.030
    22  2017    12 1119.219   0.031
    22  2018     1 1282.418   0.037
    22  2018     2 1250.641   0.035
    22  2018     3 1164.021   0.033
    22  2018     4 1041.531   0.030
    22  2018     5 1176.809   0.033
    22  2018     6 1219.238   0.034
    22  2018     7 1198.205   0.032
    22  2018     8 1132.021   0.033
    22  2018     9 1171.288   0.032
    22  2018    10 1145.109   0.032
    22  2018    11 1141.595   0.031
    22  2018    12 1132.155   0.030
    22  2019     1 1062.973   0.033
    22  2019     2 1133.014   0.034
    22  2019     3 1038.197   0.032
    22  2019     4 1122.950   0.034
    22  2019     5 1031.214   0.032
    22  2019     6 1080.796   0.032
    22  2019     7 1035.707   0.032
    22  2019     8 1101.529   0.034
    22  2019     9 1113.995   0.033
    22  2019    10  979.124   0.031
    22  2019    11 1063.130   0.030
    22  2019    12 1011.807   0.031
    23  1990     1 1035.582   0.035
    23  1990     2 1030.074   0.036
    23  1990     3 1056.112   0.035
    23  1990     4  972.701   0.033
    23  1990     5  970.977   0.034
    23  1990     6  999.134   0.034
    23  1990     7 1075.786   0.036
    23  1990     8 1091.057   0.036
    23  1990     9  943.268   0.033
    23  1990    10  984.977   0.034
    23  1990    11 1107.933   0.037
    23  1990    12  945.521   0.033
    23  1991     1 1013.682   0.035
    23  1991     2 1019.873   0.037
    23  1991     3  994.194   0.034
    23  1991     4 1006.302   0.033
    23  1991     5 1083.161   0.034
    23  1991     6 1002.568   0.035
    23  1991     7 1030.338   0.035
    23  1991     8 1025.083   0.035
    23  1991     9 1009.445   0.035
    23  1991    10 1053.156   0.035
    23  1991    11  977.844   0.033
    23  1991    12 1098.531   0.037
    23  1992     1 1008.014   0.034
    23  1992     2  967.544   0.034
    23  1992     3  988.263   0.034
    23  1992     4  984.941   0.034
    23  1992     5  973.371   0.034
    23  1992     6 1027.102   0.036
    23  1992     7  974.004   0.034
    23  1992     8 1044.476   0.035
    23  1992     9  957.720   0.034
    23  1992    10  935.384   0.032
    23  1992    11 1071.741   0.037
    23  1992    12 1046.574   0.036
    23  1993     1 1049.697   0.035
    23  1993     2 1038.853   0.036
    23  1993     3 1007.111   0.034
    23  1993     4  961.312   0.034
    23  1993     5 1022.938   0.035
    23  1993     6 1094.406   0.037
    23  1993     7 1011.018   0.035
    23  1993     8 1009.502   0.036
    23  1993     9 1013.444   0.033
    23  1993    10  976.965   0.034
    23  1993    11 1030.707   0.034
    23  1993    12 1102.383   0.037
    23  1994     1 1003.514   0.035
    23  1994     2  999.950   0.035
    23  1994     3  981.641   0.033
    23  1994     4 1045.898   0.036
    23  1994     5 1021.734   0.034
    23  1994     6 1014.534   0.035
    23  1994     7 1044.676   0.037
    23  1994     8 1033.864   0.036
    23  1994     9 1037.867   0.038
    23  1994    10 1060.787   0.036
    23  1994    11 1143.388   0.039
    23  1994    12 1122.730   0.040
    23  1995     1 1103.835   0.035
    23  1995     2 1172.396   0.035
    23  1995     3 1180.777   0.037
    23  1995     4 1086.193   0.035
    23  1995     5 1034.824   0.033
    23  1995     6 1112.539   0.034
    23  1995     7 1165.625   0.035
    23  1995     8 1136.307   0.036
    23  1995     9 1210.054   0.037
    23  1995    10 1118.539   0.034
    23  1995    11 1202.395   0.036
    23  1995    12 1181.704   0.035
    23  1996     1 1104.318   0.034
    23  1996     2 1096.245   0.033
    23  1996     3 1136.121   0.034
    23  1996     4 1076.609   0.032
    23  1996     5 1138.712   0.034
    23  1996     6 1060.396   0.031
    23  1996     7 1044.251   0.031
    23  1996     8 1026.637   0.031
    23  1996     9 1046.524   0.030
    23  1996    10  955.510   0.028
    23  1996    11 1055.341   0.029
    23  1996    12 1117.545   0.031
    23  1997     1  992.351   0.033
    23  1997     2 1119.153   0.036
    23  1997     3 1001.732   0.033
    23  1997     4 1013.395   0.032
    23  1997     5 1011.477   0.033
    23  1997     6 1022.795   0.033
    23  1997     7 1156.014   0.035
    23  1997     8 1001.509   0.032
    23  1997     9 1029.368   0.033
    23  1997    10 1003.392   0.032
    23  1997    11 1025.731   0.032
    23  1997    12  965.459   0.031
    23  1998     1  995.247   0.035
    23  1998     2  936.848   0.033
    23  1998     3 1009.597   0.035
    23  1998     4  902.632   0.032
    23  1998     5  959.005   0.034
    23  1998     6 1007.165   0.034
    23  1998     7  947.351   0.033
    23  1998     8  972.538   0.034
    23  1998     9  928.255   0.033
    23  1998    10 1007.128   0.033
    23  1998    11  857.163   0.031
    23  1998    12  953.366   0.032
    23  1999     1  804.915   0.030
    23  1999     2  860.595   0.033
    23  1999     3  896.265   0.034
    23  1999     4  953.232   0.034
    23  1999     5  848.840   0.032
    23  1999     6  861.900   0.032
    23  1999     7  858.440   0.031
    23  1999     8  820.453   0.031
    23  1999     9  936.927   0.034
    23  1999    10  865.538   0.032
    23  1999    11  828.087   0.030
    23  1999    12  785.849   0.030
    23  2000     1  747.197   0.032
    23  2000     2  842.378   0.035
    23  2000     3  759.568   0.032
    23  2000     4  819.655   0.034
    23  2000     5  748.035   0.032
    23  2000     6  775.059   0.032
    23  2000     7  759.223   0.034
    23  2000     8  756.418   0.033
    23  2000     9  826.748   0.036
    23  2000    10  742.595   0.033
    23  2000    11  750.176   0.034
    23  2000    12  735.368   0.033
    23  2001     1  764.161   0.035
    23  2001     2  782.347   0.036
    23  2001     3  764.971   0.035
    23  2001     4  716.467   0.032
    23  2001     5  777.335   0.036
    23  2001     6  786.776   0.034
    23  2001     7  826.556   0.036
    23  2001     8  705.166   0.034
    23  2001     9  839.004   0.038
    23  2001    10  780.124   0.036
    23  2001    11  718.506   0.035
    23  2001    12  785.277   0.035
    23  2002     1  851.349   0.038
    23  2002     2  782.617   0.036
    23  2002     3  816.091   0.036
    23  2002     4  756.625   0.036
    23  2002     5  856.371   0.040
    23  2002     6  766.961   0.038
    23  2002     7  754.686   0.037
    23  2002     8  893.788   0.042
    23  2002     9  803.405   0.040
    23  2002    10  846.485   0.044
    23  2002    11  944.344   0.049
    23  2002    12  855.483   0.044
    23  2003     1  995.632   0.037
    23  2003     2 1011.554   0.038
    23  2003     3  953.403   0.038
    23  2003     4  947.064   0.037
    23  2003     5 1007.105   0.040
    23  2003     6  975.775   0.038
    23  2003     7  966.111   0.039
    23  2003     8 1043.725   0.041
    23  2003     9  972.369   0.038
    23  2003    10  971.074   0.038
    23  2003    11 1043.719   0.038
    23  2003    12 1011.217   0.038
    23  2004     1 1093.885   0.036
    23  2004     2 1095.181   0.036
    23  2004     3  976.602   0.033
    23  2004     4  982.408   0.033
    23  2004     5  992.433   0.031
    23  2004     6 1071.841   0.033
    23  2004     7 1047.925   0.033
    23  2004     8  975.697   0.031
    23  2004     9 1013.844   0.032
    23  2004    10  921.313   0.029
    23  2004    11  956.230   0.029
    23  2004    12  960.261   0.031
    23  2005     1  944.923   0.034
    23  2005     2  969.500   0.035
    23  2005     3 1027.458   0.036
    23  2005     4 1042.615   0.034
    23  2005     5  907.607   0.031
    23  2005     6 1001.718   0.035
    23  2005     7 1032.789   0.035
    23  2005     8  971.349   0.033
    23  2005     9 1006.485   0.034
    23  2005    10  920.759   0.031
    23  2005    11 1051.927   0.034
    23  2005    12  937.949   0.033
    23  2006     1 1052.034   0.037
    23  2006     2  924.559   0.034
    23  2006     3  984.923   0.035
    23  2006     4  951.261   0.035
    23  2006     5  952.994   0.034
    23  2006     6  905.331   0.033
    23  2006     7 1000.043   0.037
    23  2006     8  895.967   0.033
    23  2006     9 1027.256   0.036
    23  2006    10 1006.750   0.037
    23  2006    11  970.293   0.035
    23  2006    12 1020.746   0.036
    23  2007     1 1029.186   0.036
    23  2007     2  937.084   0.033
    23  2007     3  885.604   0.032
    23  2007     4  971.542   0.035
    23  2007     5  972.481   0.034
    23  2007     6  960.094   0.035
    23  2007     7  926.852   0.034
    23  2007     8 1033.021   0.035
    23  2007     9 1088.577   0.037
    23  2007    10  881.105   0.032
    23  2007    11 1024.500   0.035
    23  2007    12 1005.115   0.036
    23  2008     1 1005.868   0.035
    23  2008     2  969.411   0.034
    23  2008     3  943.965   0.032
    23  2008     4  992.518   0.035
    23  2008     5  947.099   0.034
    23  2008     6 1006.009   0.033
    23  2008     7  979.419   0.034
    23  2008     8  964.153   0.033
    23  2008     9  931.060   0.033
    23  2008    10  910.582   0.032
    23  2008    11  934.751   0.033
    23  2008    12 1024.498   0.034
    23  2009     1  879.255   0.033
    23  2009     2  926.507   0.033
    23  2009     3  998.048   0.035
    23  2009     4 1060.132   0.038
    23  2009     5  984.116   0.035
    23  2009     6  957.740   0.036
    23  2009     7  939.389   0.037
    23  2009     8  947.023   0.039
    23  2009     9 1065.221   0.040
    23  2009    10 1103.546   0.042
    23  2009    11 1087.069   0.042
    23  2009    12 1081.169   0.041
    23  2010     1 1096.117   0.036
    23  2010     2 1008.842   0.034
    23  2010     3 1092.105   0.035
    23  2010     4 1151.511   0.036
    23  2010     5 1133.803   0.035
    23  2010     6 1167.578   0.039
    23  2010     7 1194.869   0.038
    23  2010     8 1103.736   0.037
    23  2010     9 1258.839   0.041
    23  2010    10 1227.025   0.040
    23  2010    11 1290.942   0.041
    23  2010    12 1169.269   0.037
    23  2011     1 1272.256   0.036
    23  2011     2 1200.370   0.033
    23  2011     3 1173.874   0.033
    23  2011     4 1144.574   0.032
    23  2011     5 1246.730   0.035
    23  2011     6 1177.223   0.033
    23  2011     7 1104.879   0.030
    23  2011     8 1178.119   0.033
    23  2011     9 1193.328   0.033
    23  2011    10 1279.558   0.034
    23  2011    11 1211.688   0.032
    23  2011    12 1115.041   0.030
    23  2012     1 1219.771   0.036
    23  2012     2 1093.439   0.033
    23  2012     3 1013.993   0.031
    23  2012     4 1142.963   0.033
    23  2012     5 1121.266   0.033
    23  2012     6 1084.391   0.031
    23  2012     7 1108.007   0.032
    23  2012     8 1046.181   0.030
    23  2012     9 1078.841   0.031
    23  2012    10 1033.120   0.031
    23  2012    11 1169.408   0.032
    23  2012    12 1053.207   0.030
    23  2013     1 1079.946   0.036
    23  2013     2 1063.748   0.035
    23  2013     3  986.754   0.032
    23  2013     4 1088.258   0.036
    23  2013     5 1001.348   0.034
    23  2013     6 1044.492   0.036
    23  2013     7 1133.794   0.038
    23  2013     8 1120.336   0.039
    23  2013     9 1078.833   0.039
    23  2013    10 1050.259   0.038
    23  2013    11 1092.377   0.041
    23  2013    12 1074.387   0.041
    23  2014     1 1254.833   0.037
    23  2014     2 1098.357   0.035
    23  2014     3 1251.333   0.037
    23  2014     4 1242.865   0.039
    23  2014     5 1245.095   0.038
    23  2014     6 1239.223   0.038
    23  2014     7 1250.633   0.039
    23  2014     8 1400.223   0.042
    23  2014     9 1197.336   0.036
    23  2014    10 1328.658   0.040
    23  2014    11 1205.231   0.037
    23  2014    12 1292.172   0.040
    23  2015     1 1273.047   0.033
    23  2015     2 1217.747   0.033
    23  2015     3 1376.544   0.036
    23  2015     4 1279.397   0.035
    23  2015     5 1330.363   0.034
    23  2015     6 1258.881   0.033
    23  2015     7 1238.214   0.033
    23  2015     8 1262.021   0.033
    23  2015     9 1266.245   0.032
    23  2015    10 1226.301   0.033
    23  2015    11 1273.038   0.034
    23  2015    12 1234.512   0.032
    23  2016     1 1273.270   0.034
    23  2016     2 1332.604   0.036
    23  2016     3 1210.409   0.031
    23  2016     4 1331.419   0.036
    23  2016     5 1375.569   0.036
    23  2016     6 1353.253   0.035
    23  2016     7 1344.420   0.035
    23  2016     8 1198.673   0.032
    23  2016     9 1246.099   0.032
    23  2016    10 1293.988   0.034
    23  2016    11 1334.932   0.034
    23  2016    12 1387.235   0.035
    23  2017     1 1173.237   0.032
    23  2017     2 1286.064   0.034
    23  2017     3 1160.371   0.031
    23  2017     4 1265.826   0.035
    23  2017     5 1272.412   0.034
    23  2017     6 1206.541   0.032
    23  2017     7 1232.724   0.032
    23  2017     8 1246.142   0.033
    23  2017     9 1287.125   0.033
    23  2017    10 1314.813   0.034
    23  2017    11 1284.945   0.033
    23  2017    12 1188.004   0.032
    23  2018     1 1080.740   0.032
    23  2018     2 1139.921   0.033
    23  2018     3 1266.121   0.036
    23  2018     4 1143.918   0.032
    23  2018     5 1143.006   0.032
    23  2018     6 1102.861   0.032
    23  2018     7 1144.648   0.032
    23  2018     8 1148.625   0.032
    23  2018     9 1134.712   0.032
    23  2018    10 1116.638   0.030
    23  2018    11 1032.670   0.029
    23  2018    12 1156.921   0.031
    23  2019     1 1181.099   0.037
    23  2019     2 1059.583   0.032
    23  2019     3 1121.344   0.034
    23  2019     4 1142.770   0.034
    23  2019     5 1013.187   0.031
    23  2019     6 1108.692   0.034
    23  2019     7 1132.022   0.032
    23  2019     8 1033.308   0.032
    23  2019     9 1008.941   0.030
    23  2019    10 1041.464   0.030
    23  2019    11 1063.066   0.031
    23  2019    12  957.201   0.029
    24  1990     1 1037.456   0.035
    24  1990     2  941.327   0.032
    24  1990     3 1086.453   0.038
    24  1990     4 1002.560   0.033
    24  1990     5 1055.339   0.037
    24  1990     6  994.041   0.034
    24  1990     7  969.658   0.033
    24  1990     8 1065.353   0.036
    24  1990     9 1021.790   0.035
    24  1990    10 1055.866   0.036
    24  1990    11 1054.797   0.035
    24  1990    12 1112.576   0.038
    24  1991     1 1013.428   0.033
    24  1991     2 1043.343   0.035
    24  1991     3  948.016   0.032
    24  1991     4 1029.247   0.035
    24  1991     5 1092.205   0.037
    24  1991     6 1039.876   0.035
    24  1991     7 1126.464   0.036
    24  1991     8  912.436   0.032
    24  1991     9 1106.010   0.037
    24  1991    10 1057.406   0.034
    24  1991    11  966.601   0.034
    24  1991    12  996.905   0.035
    24  1992     1 1013.481   0.033
    24  1992     2  987.345   0.033
    24  1992     3 1081.175   0.037
    24  1992     4 1055.058   0.035
    24  1992     5 1101.365   0.036
    24  1992     6  992.994   0.033
    24  1992     7 1115.404   0.037
    24  1992     8 1026.924   0.034
    24  1992     9 1112.335   0.036
    24  1992    10 1009.223   0.034
    24  1992    11 1030.785   0.034
    24  1992    12 1019.805   0.034
    24  1993     1 1037.011   0.035
    24  1993     2 1037.042   0.035
    24  1993     3 1042.073   0.036
    24  1993     4  999.532   0.035
    24  1993     5 1018.730   0.034
    24  1993     6  914.082   0.032
    24  1993     7 1030.859   0.035
    24  1993     8 1034.286   0.035
    24  1993     9 1045.951   0.034
    24  1993    10  983.053   0.033
    24  1993    11  977.838   0.035
    24  1993    12 1055.984   0.035
    24  1994     1 1049.791   0.035
    24  1994     2 1133.903   0.037
    24  1994     3  989.872   0.035
    24  1994     4  918.797   0.032
    24  1994     5 1031.209   0.036
    24  1994     6 1027.509   0.036
    24  1994     7 1041.936   0.037
    24  1994     8 1040.773   0.037
    24  1994     9 1141.382   0.040
    24  1994    10 1062.279   0.037
    24  1994    11 1080.388   0.038
    24  1994    12 1086.609   0.039
    24  1995     1 1183.639   0.037
    24  1995     2 1151.603   0.036
    24  1995     3 1095.922   0.035
    24  1995     4 1149.512   0.036
    24  1995     5 1140.168   0.035
    24  1995     6 1100.167   0.036
    24  1995     7 1138.127   0.036
    24  1995     8 1116.696   0.034
    24  1995     9 1155.629   0.036
    24  1995    10 1124.086   0.035
    24  1995    11 1124.966   0.034
    24  1995    12 1153.524   0.034
    24  1996     1 1175.503   0.034
    24  1996     2 1120.024   0.034
    24  1996     3 1131.988   0.035
    24  1996     4 1076.819   0.032
    24  1996     5 1109.355   0.032
    24  1996     6  977.795   0.029
    24  1996     7 1174.273   0.032
    24  1996     8 1044.486   0.031
    24  1996     9 1056.829   0.030
    24  1996    10 1057.299   0.030
    24  1996    11 1073.389   0.030
    24  1996    12 1090.255   0.030
    24  1997     1 1042.965   0.034
    24  1997     2 1116.787   0.035
    24  1997     3 1014.687   0.032
    24  1997     4 1107.502   0.035
    24  1997     5 1025.204   0.034
    24  1997     6 1064.055   0.034
    24  1997     7 1096.874   0.034
    24  1997     8 1035.711   0.033
    24  1997     9 1097.488   0.033
    24  1997    10  931.616   0.030
    24  1997    11  957.094   0.030
    24  1997    12  942.738   0.030
    24  1998     1  931.633   0.033
    24  1998     2  949.547   0.034
    24  1998     3 1021.290   0.037
    24  1998     4  927.578   0.032
    24  1998     5  982.834   0.031
    24  1998     6  931.197   0.033
    24  1998     7  965.045   0.035
    24  1998     8  874.063   0.031
    24  1998     9 1052.770   0.036
    24  1998    10  889.559   0.029
    24  1998    11  911.834   0.031
    24  1998    12  952.599   0.031
    24  1999     1  905.768   0.036
    24  1999     2  971.178   0.035
    24  1999     3  823.857   0.031
    24  1999     4  805.910   0.031
    24  1999     5  886.516   0.032
    24  1999     6  795.129   0.031
    24  1999     7  840.811   0.031
    24  1999     8  819.893   0.030
    24  1999     9  896.528   0.033
    24  1999    10  895.887   0.032
    24  1999    11  804.503   0.029
    24  1999    12  823.745   0.031
    24  2000     1  836.209   0.035
    24  2000     2  815.925   0.034
    24  2000     3  775.489   0.032
    24  2000     4  810.624   0.034
    24  2000     5  856.239   0.035
    24  2000     6  800.847   0.034
    24  2000     7  787.549   0.033
    24  2000     8  752.796   0.032
    24  2000     9  758.115   0.032
    24  2000    10  759.810   0.033
    24  2000    11  795.848   0.034
    24  2000    12  752.527   0.035
    24  2001     1  813.013   0.038
    24  2001     2  703.174   0.033
    24  2001     3  768.764   0.035
    24  2001     4  730.426   0.034
    24  2001     5  820.922   0.037
    24  2001     6  776.940   0.035
    24  2001     7  790.244   0.036
    24  2001     8  752.084   0.033
    24  2001     9  701.653   0.034
    24  2001    10  796.607   0.035
    24  2001    11  814.711   0.037
    24  2001    12  705.446   0.033
    24  2002     1  789.564   0.035
    24  2002     2  762.299   0.033
    24  2002     3  791.225   0.037
    24  2002     4  870.494   0.039
    24  2002     5  793.537   0.039
    24  2002     6  823.819   0.040
    24  2002     7  790.024   0.038
    24  2002     8  919.183   0.045
    24  2002     9  989.407   0.045
    24  2002    10  871.751   0.044
    24  2002    11  880.317   0.046
    24  2002    12  826.027   0.043
    24  2003     1  960.831   0.036
    24  2003     2  959.913   0.036
    24  2003     3  921.908   0.038
    24  2003     4  922.396   0.036
    24  2003     5  996.979   0.039
    24  2003     6  956.929   0.035
    24  2003     7  969.853   0.039
    24  2003     8 1055.982   0.041
    24  2003     9 1076.128   0.043
    24  2003    10 1011.501   0.040
    24  2003    11 1084.912   0.040
    24  2003    12  980.371   0.038
    24  2004     1  987.314   0.034
    24  2004     2  998.236   0.034
    24  2004     3 1074.392   0.035
    24  2004     4  974.383   0.032
    24  2004     5  961.933   0.031
    24  2004     6 1030.662   0.033
    24  2004     7 1103.613   0.035
    24  2004     8  956.044   0.032
    24  2004     9 1081.791   0.034
    24  2004    10  972.082   0.030
    24  2004    11 1032.464   0.032
    24  2004    12  997.730   0.031
    24  2005     1 1041.615   0.036
    24  2005     2  933.879   0.033
    24  2005     3 1087.257   0.037
    24  2005     4 1006.663   0.034
    24  2005     5 1009.162   0.035
    24  2005     6  928.012   0.032
    24  2005     7  946.256   0.032
    24  2005     8 1042.813   0.034
    24  2005     9 1075.508   0.034
    24  2005    10  992.216   0.033
    24  2005    11 1025.703   0.035
    24  2005    12  920.677   0.032
    24  2006     1  906.770   0.033
    24  2006     2 1020.540   0.037
    24  2006     3  904.716   0.034
    24  2006     4  885.126   0.035
    24  2006     5  981.250   0.036
    24  2006     6 1056.583   0.038
    24  2006     7  930.830   0.034
    24  2006     8  963.933   0.035
    24  2006     9  931.495   0.035
    24  2006    10  931.317   0.035
    24  2006    11  902.393   0.033
    24  2006    12  924.290   0.033
    24  2007     1  994.630   0.036
    24  2007     2  940.192   0.034
    24  2007     3 1048.870   0.037
    24  2007     4  915.773   0.033
    24  2007     5 1001.946   0.034
    24  2007     6  980.178   0.036
    24  2007     7  977.935   0.036
    24  2007     8  968.270   0.034
    24  2007     9  937.808   0.034
    24  2007    10  947.779   0.035
    24  2007    11  968.517   0.037
    24  2007    12  966.546   0.037
    24  2008     1 1023.483   0.035
    24  2008     2  993.674   0.035
    24  2008     3 1067.285   0.036
    24  2008     4  962.035   0.033
    24  2008     5  966.962   0.035
    24  2008     6  902.595   0.032
    24  2008     7  916.893   0.033
    24  2008     8 1012.339   0.035
    24  2008     9  951.050   0.034
    24  2008    10  955.594   0.032
    24  2008    11  902.528   0.031
    24  2008    12  952.631   0.033
    24  2009     1  886.785   0.032
    24  2009     2  992.494   0.037
    24  2009     3  961.671   0.036
    24  2009     4  903.027   0.034
    24  2009     5  919.923   0.034
    24  2009     6  996.471   0.038
    24  2009     7  984.939   0.038
    24  2009     8  909.145   0.038
    24  2009     9 1067.885   0.041
    24  2009    10 1068.592   0.043
    24  2009    11  998.500   0.041
    24  2009    12 1024.072   0.042
    24  2010     1 1178.365   0.036
    24  2010     2 1086.191   0.036
    24  2010     3 1161.885   0.038
    24  2010     4 1117.936   0.037
    24  2010     5 1191.635   0.039
    24  2010     6 1150.659   0.038
    24  2010     7 1234.684   0.040
    24  2010     8 1283.806   0.041
    24  2010     9 1154.627   0.038
    24  2010    10 1092.070   0.037
    24  2010    11 1101.577   0.038
    24  2010    12 1185.824   0.039
    24  2011     1 1229.026   0.035
    24  2011     2 1051.258   0.031
    24  2011     3 1164.374   0.032
    24  2011     4 1149.002   0.032
    24  2011     5 1220.723   0.034
    24  2011     6 1170.710   0.032
    24  2011     7 1186.659   0.033
    24  2011     8 1141.381   0.032
    24  2011     9 1193.193   0.032
    24  2011    10 1090.735   0.030
    24  2011    11 1233.264   0.033
    24  2011    12  999.709   0.027
    24  2012     1 1081.989   0.032
    24  2012     2 1116.034   0.033
    24  2012     3 1019.585   0.032
    24  2012     4 1126.359   0.034
    24  2012     5 1099.859   0.033
    24  2012     6 1032.033   0.031
    24  2012     7 1065.215   0.032
    24  2012     8 1123.521   0.032
    24  2012     9 1185.896   0.033
    24  2012    10 1216.530   0.034
    24  2012    11 1028.111   0.030
    24  2012    12 1082.949   0.031
    24  2013     1 1046.102   0.034
    24  2013     2 1106.215   0.036
    24  2013     3 1114.492   0.036
    24  2013     4  996.370   0.033
    24  2013     5 1115.705   0.037
    24  2013     6 1093.021   0.036
    24  2013     7 1084.631   0.039
    24  2013     8 1023.544   0.037
    24  2013     9 1070.384   0.038
    24  2013    10 1194.963   0.042
    24  2013    11 1088.099   0.039
    24  2013    12 1162.830   0.043
    24  2014     1 1181.042   0.035
    24  2014     2 1233.577   0.036
    24  2014     3 1252.364   0.037
    24  2014     4 1202.023   0.037
    24  2014     5 1404.587   0.042
    24  2014     6 1209.989   0.037
    24  2014     7 1277.163   0.041
    24  2014     8 1257.445   0.039
    24  2014     9 1282.000   0.039
    24  2014    10 1238.679   0.040
    24  2014    11 1252.823   0.037
    24  2014    12 1360.201   0.040
    24  2015     1 1324.151   0.037
    24  2015     2 1281.988   0.035
    24  2015     3 1273.852   0.033
    24  2015     4 1273.704   0.033
    24  2015     5 1216.869   0.033
    24  2015     6 1346.854   0.034
    24  2015     7 1327.216   0.034
    24  2015     8 1248.890   0.033
    24  2015     9 1225.098   0.032
    24  2015    10 1293.600   0.034
    24  2015    11 1346.463   0.035
    24  2015    12 1272.354   0.034
    24  2016     1 1181.888   0.033
    24  2016     2 1311.845   0.034
    24  2016     3 1345.231   0.037
    24  2016     4 1283.257   0.035
    24  2016     5 1291.483   0.034
    24  2016     6 1291.532   0.034
    24  2016     7 1285.633   0.034
    24  2016     8 1294.280   0.034
    24  2016     9 1311.613   0.034
    24  2016    10 1257.308   0.033
    24  2016    11 1159.920   0.032
    24  2016    12 1228.505   0.032
    24  2017     1 1279.102   0.035
    24  2017     2 1289.490   0.035
    24  2017     3 1225.745   0.032
    24  2017     4 1272.331   0.035
    24  2017     5 1198.345   0.033
    24  2017     6 1316.760   0.035
    24  2017     7 1124.224   0.031
    24  2017     8 1221.923   0.032
    24  2017     9 1240.763   0.032
    24  2017    10 1114.259   0.030
    24  2017    11 1180.825   0.031
    24  2017    12 1157.308   0.031
    24  2018     1 1208.304   0.034
    24  2018     2 1218.304   0.035
    24  2018     3 1164.944   0.033
    24  2018     4 1200.805   0.033
    24  2018     5 1160.301   0.033
    24  2018     6 1194.292   0.034
    24  2018     7 1166.246   0.032
    24  2018     8 1135.813   0.032
    24  2018     9 1049.462   0.030
    24  2018    10 1140.935   0.031
    24  2018    11 1107.800   0.030
    24  2018    12 1070.180   0.029
    24  2019     1 1221.981   0.036
    24  2019     2 1109.500   0.034
